ТН;ТБ;ГОСБ;кластер;сумма
00000000000002224199;Уральский банк;Югорское отделение;1;25274857450
00000000000001967135;Сибирский банк;Аппарат Сибирского банка;1;-6275986
00000000000001110946;Уральский банк;Свердловское ГОСБ;1;8513642268
00000000000001091967;Московский банк;Управление МБ по работе с предприятиями промышленности;1;3168713711
00000000000000449817;Поволжский банк;Саратовское ГОСБ;2;-1303891
00000000000000680738;Северо-Западный банк;Мурманское ГОСБ;2;23839041443
00000000000001266830;Среднерусский банк;Южное ГОСБ;1;26381153116
00000000000000323665;Волго-Вятский банк;Аппарат Волго-Вятского банка;1;18533894825
00000000000002189730;Московский банк;Управление МБ по работе с предприятиями торговли;1;14162883956
00000000000001001290;Центрально-Черноземный банк;Тамбовское ГОСБ;4;-2856637
00000000000000800446;Северо-Западный банк;Коми ГОСБ;4;11684308130
00000000000000318881;Волго-Вятский банк;Аппарат Волго-Вятского банка;1;3111682238
00000000000000389472;Уральский банк;Свердловское ГОСБ;1;6686445371
00000000000001741985;Московский банк;Управление МБ по работе с предприятиями промышленности;1;-2598290
00000000000000860324;Московский банк;Управление МБ по работе с предприятиями сферы недвижимости;1;12227657071
00000000000001421280;Уральский банк;Аппарат Уральского банка;1;14285186919
00000000000002000456;Московский банк;Управление МБ по работе с предприятиями сферы услуг;1;20969442109
00000000000001108473;Байкальский банк;Иркутское ГОСБ;1;6787715128
00000000000001945210;Дальневосточный банк;Аппарат Дальневосточного банка;1;7419459473
00000000000001767713;Московский банк;Управление МБ по работе с предприятиями торговли;1;7782479365
